701135,5,140227,50
709184,5,141837,50
711395,5,142279,50
709841,5,141968,50
711917,5,142383,50
709901,5,141980,50
707148,5,141430,50
708788,5,141758,50
707838,5,141568,50
706110,5,141222,50
371349,5,74269,50
376070,5,75214,50
375391,5,75078,50
375095,5,75019,50
375756,5,75151,50
376123,5,75224,50
375763,5,75152,50
375447,5,75089,50
375711,5,75142,50
375185,5,75037,50

